om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
650016,2020,03,03,2020-03-03,00:53:00,3,KY,21,0,0.88,0,0,0,0,36.5500,-88.1500,36.5500,-88.1500,0,0,0,0,0,35,0,0,0
650017,2020,03,03,2020-03-03,00:55:00,3,KY,21,0,0.75,0,0,0,0,37.1100,-84.0400,37.1100,-84.0400,0,0,0,0,0,125,0,0,0
650018,2020,03,03,2020-03-03,01:15:00,3,IL,17,0,0.75,0,0,0,0,38.7300,-88.0800,38.7300,-88.0800,0,0,0,0,0,159,0,0,0
650019,2020,03,03,2020-03-03,01:45:00,3,KY,21,0,1.00,0,0,0,0,36.5700,-89.1800,36.5700,-89.1800,0,0,0,0,0,75,0,0,0
650020,2020,03,03,2020-03-03,01:45:00,3,TN,47,0,1.25,0,0,0,0,35.7991,-88.2824,35.7991,-88.2824,0,0,0,0,0,77,0,0,0
650021,2020,03,03,2020-03-03,01:52:00,3,TN,47,0,1.50,0,0,0,0,35.7079,-88.1300,35.7079,-88.1300,0,0,0,0,0,39,0,0,0
650022,2020,03,03,2020-03-03,02:00:00,3,TN,47,0,2.00,0,0,0,0,35.7570,-88.0754,35.7570,-88.0754,0,0,0,0,0,39,0,0,0
650023,2020,03,03,2020-03-03,02:25:00,3,TN,47,0,1.25,0,0,0,0,36.1500,-85.0300,36.1500,-85.0300,0,0,0,0,0,35,0,0,0
650024,2020,03,03,2020-03-03,13:43:00,3,OH,39,0,0.75,0,0,0,0,39.0000,-81.9700,39.0000,-81.9700,0,0,0,0,0,105,0,0,0
650025,2020,03,03,2020-03-03,14:48:00,3,WV,54,0,0.88,0,0,0,0,38.7200,-81.3100,38.7200,-81.3100,0,0,0,0,0,87,0,0,0
650026,2020,03,04,2020-03-04,02:02:00,3,MS,28,0,1.00,0,0,0,0,32.6400,-89.0700,32.6400,-89.0700,0,0,0,0,0,99,0,0,0
650027,2020,03,04,2020-03-04,02:04:00,3,MS,28,0,0.88,0,0,0,0,32.6300,-90.5000,32.6300,-90.5000,0,0,0,0,0,163,0,0,0
650028,2020,03,04,2020-03-04,02:20:00,3,MS,28,0,1.00,0,0,0,0,32.5500,-90.3200,32.5500,-90.3200,0,0,0,0,0,89,0,0,0
650029,2020,03,04,2020-03-04,02:31:00,3,MS,28,0,0.70,0,0,50000,0,32.5200,-90.1200,32.5200,-90.1200,0,0,0,0,0,89,0,0,0
650030,2020,03,04,2020-03-04,02:48:00,3,MS,28,0,2.50,0,0,15000,0,32.4800,-89.8200,32.4800,-89.8200,0,0,0,0,0,121,0,0,0
650031,2020,03,04,2020-03-04,02:58:00,3,MS,28,0,2.50,0,0,50000,0,32.4900,-89.6900,32.4588,-89.6536,0,0,0,0,0,123,0,0,0
650032,2020,03,04,2020-03-04,03:13:00,3,MS,28,0,1.00,0,0,0,0,32.4900,-89.4900,32.4900,-89.4900,0,0,0,0,0,123,0,0,0
650033,2020,03,04,2020-03-04,04:20:00,3,MS,28,0,1.00,0,0,0,0,31.8600,-90.0200,31.8600,-90.0200,0,0,0,0,0,127,0,0,0
650034,2020,03,04,2020-03-04,05:15:00,3,TX,48,0,1.00,0,0,0,0,31.4059,-94.0578,31.4059,-94.0578,0,0,0,0,0,405,0,0,0
650035,2020,03,04,2020-03-04,05:19:00,3,MS,28,0,2.50,0,0,500000,0,31.6960,-89.2100,31.5800,-89.0600,0,0,0,0,0,67,0,0,0
650036,2020,03,04,2020-03-04,05:27:00,3,TX,48,0,1.00,0,0,0,0,29.7600,-98.6900,29.7600,-98.6900,0,0,0,0,0,259,0,0,0
650037,2020,03,04,2020-03-04,05:46:00,3,MS,28,0,1.00,0,0,0,0,31.6898,-88.8320,31.6898,-88.8320,0,0,0,0,0,153,0,0,0
650038,2020,03,04,2020-03-04,06:15:00,3,LA,22,0,0.88,0,0,0,0,32.4153,-93.8128,32.4153,-93.8128,0,0,0,0,0,17,0,0,0
650039,2020,03,04,2020-03-04,06:18:00,3,LA,22,0,1.00,0,0,0,0,32.4707,-93.7502,32.4707,-93.7502,0,0,0,0,0,17,0,0,0
650040,2020,03,04,2020-03-04,06:25:00,3,LA,22,0,0.88,0,0,0,0,32.5285,-93.7060,32.5285,-93.7060,0,0,0,0,0,15,0,0,0
650041,2020,03,04,2020-03-04,06:45:00,3,TX,48,0,1.00,0,0,0,0,31.9635,-95.2705,31.9635,-95.2705,0,0,0,0,0,73,0,0,0
650042,2020,03,04,2020-03-04,06:45:00,3,TX,48,0,1.00,0,0,0,0,31.9540,-95.2650,31.9540,-95.2650,0,0,0,0,0,73,0,0,0
650043,2020,03,04,2020-03-04,06:50:00,3,TX,48,0,1.00,0,0,0,0,32.0378,-94.7342,32.0378,-94.7342,0,0,0,0,0,401,0,0,0
650044,2020,03,04,2020-03-04,07:43:00,3,LA,22,0,1.00,0,0,0,0,32.2878,-93.8246,32.2878,-93.8246,0,0,0,0,0,31,0,0,0
650045,2020,03,04,2020-03-04,07:45:00,3,LA,22,0,1.00,0,0,0,0,32.1917,-93.8214,32.1917,-93.8214,0,0,0,0,0,31,0,0,0
650046,2020,03,04,2020-03-04,07:45:00,3,LA,22,0,1.00,0,0,0,0,32.3535,-93.8055,32.3535,-93.8055,0,0,0,0,0,17,0,0,0
650047,2020,03,04,2020-03-04,07:45:00,3,LA,22,0,1.00,0,0,0,0,32.2839,-93.7856,32.2839,-93.7856,0,0,0,0,0,31,0,0,0
650048,2020,03,04,2020-03-04,07:53:00,3,LA,22,0,1.00,0,0,0,0,32.4033,-93.7538,32.4033,-93.7538,0,0,0,0,0,17,0,0,0
650049,2020,03,04,2020-03-04,08:40:00,3,TX,48,0,0.75,0,0,0,0,30.7700,-96.7000,30.7700,-96.7000,0,0,0,0,0,331,0,0,0
650050,2020,03,04,2020-03-04,09:09:00,3,TX,48,0,1.00,0,0,0,0,30.7900,-96.4200,30.7900,-96.4200,0,0,0,0,0,41,0,0,0
650051,2020,03,04,2020-03-04,09:10:00,3,TX,48,0,1.00,0,0,0,0,30.7800,-96.4900,30.7800,-96.4900,0,0,0,0,0,395,0,0,0
650052,2020,03,04,2020-03-04,09:53:00,3,MS,28,0,1.75,0,0,250000,0,32.1800,-90.3400,32.1788,-90.2445,0,0,0,0,0,49,0,0,0
650053,2020,03,04,2020-03-04,09:55:00,3,MS,28,0,1.75,0,0,150000,0,32.0967,-90.3040,32.0967,-90.3040,0,0,0,0,0,49,0,0,0
650054,2020,03,04,2020-03-04,09:58:00,3,MS,28,0,2.00,0,0,300000,0,32.1300,-90.2300,32.2000,-89.8600,0,0,0,0,0,121,0,0,0
650055,2020,03,04,2020-03-04,14:43:00,3,LA,22,0,0.88,0,0,0,0,30.2100,-93.2000,30.2100,-93.2000,0,0,0,0,0,19,0,0,0
650056,2020,03,04,2020-03-04,14:50:00,3,GA,13,0,0.88,0,0,0,0,31.7200,-82.7000,31.7200,-82.7000,0,0,0,0,0,161,0,0,0
650057,2020,03,05,2020-03-05,04:24:00,3,AL,01,0,1.75,0,0,0,0,31.1100,-86.0400,31.1100,-86.0400,0,0,0,0,0,61,0,0,0
650058,2020,03,05,2020-03-05,04:45:00,3,AL,01,0,1.00,0,0,0,0,31.4000,-85.7200,31.4000,-85.7200,0,0,0,0,0,45,0,0,0
650059,2020,03,05,2020-03-05,05:00:00,3,AL,01,0,1.00,0,0,0,0,31.5600,-85.5300,31.5600,-85.5300,0,0,0,0,0,45,0,0,0
650060,2020,03,05,2020-03-05,08:45:00,3,GA,13,0,0.75,0,0,0,0,32.1200,-81.2500,32.1200,-81.2500,0,0,0,0,0,51,0,0,0
650061,2020,03,11,2020-03-11,04:00:00,3,KS,20,0,0.75,0,0,0,0,37.0500,-95.2100,37.0500,-95.2100,0,0,0,0,0,99,0,0,0
650062,2020,03,11,2020-03-11,04:02:00,3,MO,29,0,1.00,0,0,0,0,37.0300,-94.5600,37.0300,-94.5600,0,0,0,0,0,145,0,0,0
650063,2020,03,11,2020-03-11,04:12:00,3,OK,40,0,1.00,0,0,10000,0,35.8200,-94.6300,35.8200,-94.6300,0,0,0,0,0,1,0,0,0
650064,2020,03,11,2020-03-11,04:14:00,3,MO,29,0,1.00,0,0,0,0,37.0500,-94.5000,37.0500,-94.5000,0,0,0,0,0,145,0,0,0
650065,2020,03,11,2020-03-11,04:52:00,3,MO,29,0,0.88,0,0,0,0,36.5900,-94.3800,36.5900,-94.3800,0,0,0,0,0,119,0,0,0
650066,2020,03,11,2020-03-11,05:00:00,3,MO,29,0,1.00,0,0,0,0,36.7600,-94.0500,36.7600,-94.0500,0,0,0,0,0,9,0,0,0
650067,2020,03,11,2020-03-11,05:00:00,3,MO,29,0,1.00,0,0,0,0,36.5500,-94.3100,36.5500,-94.3100,0,0,0,0,0,119,0,0,0
650068,2020,03,11,2020-03-11,05:10:00,3,AR,05,0,1.00,0,0,50000,0,36.4300,-94.2300,36.4300,-94.2300,0,0,0,0,0,7,0,0,0
650069,2020,03,11,2020-03-11,06:24:00,3,AR,05,0,1.00,0,0,0,0,35.4000,-92.8200,35.4000,-92.8200,0,0,0,0,0,29,0,0,0
650070,2020,03,11,2020-03-11,06:43:00,3,AR,05,0,1.00,0,0,0,0,35.8000,-93.3900,35.8000,-93.3900,0,0,0,0,0,101,0,0,0
650071,2020,03,11,2020-03-11,14:55:00,3,AL,01,0,1.25,0,0,0,0,33.4980,-86.0164,33.4980,-86.0164,0,0,0,0,0,121,0,0,0
650072,2020,03,11,2020-03-11,14:55:00,3,AL,01,0,1.00,0,0,0,0,33.5000,-86.0000,33.5000,-86.0000,0,0,0,0,0,121,0,0,0
650073,2020,03,11,2020-03-11,15:46:00,3,AL,01,0,1.00,0,0,0,0,32.6000,-87.7800,32.6000,-87.7800,0,0,0,0,0,63,0,0,0
650074,2020,03,11,2020-03-11,18:55:00,3,NC,37,0,0.88,0,0,0,0,35.7900,-78.2000,35.7900,-78.2000,0,0,0,0,0,127,0,0,0
650075,2020,03,11,2020-03-11,19:00:00,3,NC,37,0,0.88,0,0,0,0,35.8300,-78.1100,35.8300,-78.1100,0,0,0,0,0,127,0,0,0
650076,2020,03,12,2020-03-12,12:23:00,3,IL,17,0,1.00,0,0,0,0,38.1958,-89.6440,38.1958,-89.6440,0,0,0,0,0,157,0,0,0
650077,2020,03,12,2020-03-12,12:41:00,3,IL,17,0,1.00,0,0,0,0,38.1000,-89.0500,38.0304,-88.9300,0,0,0,0,0,55,0,0,0
650078,2020,03,12,2020-03-12,12:45:00,3,IL,17,0,1.25,0,0,0,0,38.0000,-89.3700,38.0200,-89.2300,0,0,0,0,0,145,0,0,0
650079,2020,03,12,2020-03-12,12:48:00,3,IL,17,0,1.25,0,0,0,0,38.1500,-88.9000,38.1500,-88.9000,0,0,0,0,0,81,0,0,0
650080,2020,03,12,2020-03-12,13:07:00,3,IL,17,0,2.00,0,0,0,0,37.8700,-89.1200,37.9000,-89.0500,0,0,0,0,0,55,0,0,0
650081,2020,03,12,2020-03-12,13:12:00,3,IL,17,0,1.00,0,0,0,0,37.8300,-89.1500,37.8290,-89.0800,0,0,0,0,0,199,0,0,0
650082,2020,03,12,2020-03-12,13:20:00,3,IL,17,0,2.00,0,0,0,0,37.8467,-88.9440,37.8200,-88.9300,0,0,0,0,0,199,0,0,0
650083,2020,03,12,2020-03-12,13:21:00,3,IL,17,0,1.75,0,0,0,0,37.9000,-88.9200,37.9000,-88.9200,0,0,0,0,0,55,0,0,0
650084,2020,03,12,2020-03-12,13:24:00,3,IL,17,0,1.25,0,0,0,0,37.7300,-88.9300,37.7300,-88.9300,0,0,0,0,0,199,0,0,0
650085,2020,03,12,2020-03-12,13:25:00,3,IL,17,0,0.88,0,0,0,0,37.7500,-89.0800,37.7500,-89.0800,0,0,0,0,0,199,0,0,0
650086,2020,03,12,2020-03-12,13:44:00,3,IL,17,0,1.00,0,0,0,0,37.7700,-88.5566,37.7011,-88.5500,0,0,0,0,0,165,0,0,0
650087,2020,03,12,2020-03-12,13:45:00,3,IL,17,0,1.00,0,0,0,0,37.6800,-88.6500,37.6800,-88.6500,0,0,0,0,0,165,0,0,0
650088,2020,03,12,2020-03-12,14:55:00,3,KY,21,0,1.00,0,0,0,0,37.4800,-87.8300,37.4800,-87.8300,0,0,0,0,0,233,0,0,0
650089,2020,03,12,2020-03-12,15:08:00,3,AR,05,0,1.25,0,0,0,0,36.3900,-92.3600,36.3900,-92.3600,0,0,0,0,0,5,0,0,0
650090,2020,03,12,2020-03-12,15:24:00,3,KY,21,0,1.00,0,0,0,0,37.3300,-87.5000,37.3300,-87.5000,0,0,0,0,0,107,0,0,0
650091,2020,03,12,2020-03-12,15:54:00,3,KY,21,0,2.50,0,0,0,0,37.2000,-87.1800,37.2000,-87.1800,0,0,0,0,0,177,0,0,0
650092,2020,03,12,2020-03-12,16:03:00,3,AR,05,0,1.25,0,0,0,0,36.2200,-91.7400,36.2200,-91.7400,0,0,0,0,0,65,0,0,0
650093,2020,03,12,2020-03-12,16:09:00,3,MO,29,0,1.75,0,0,0,0,36.9300,-90.7500,36.9300,-90.7500,0,0,0,0,0,35,0,0,0
650094,2020,03,12,2020-03-12,16:12:00,3,AR,05,0,1.75,0,0,0,0,36.2000,-91.6200,36.2000,-91.6200,0,0,0,0,0,135,0,0,0
650095,2020,03,12,2020-03-12,16:22:00,3,KY,21,0,1.75,0,0,0,0,37.2200,-86.7000,37.2200,-86.7000,0,0,0,0,0,31,0,0,0
650096,2020,03,12,2020-03-12,16:29:00,3,MO,29,0,1.75,0,0,0,0,36.8600,-90.6400,36.8600,-90.6400,0,0,0,0,0,23,0,0,0
650097,2020,03,12,2020-03-12,16:30:00,3,KY,21,0,1.50,0,0,0,0,37.1400,-86.7200,37.1400,-86.7200,0,0,0,0,0,31,0,0,0
650098,2020,03,12,2020-03-12,16:35:00,3,KY,21,0,1.00,0,0,0,0,37.3000,-87.1300,37.3000,-87.1300,0,0,0,0,0,177,0,0,0
650099,2020,03,12,2020-03-12,16:35:00,3,MO,29,0,2.75,0,0,0,0,36.7909,-90.4511,36.8035,-90.4277,0,0,0,0,0,23,0,0,0
650100,2020,03,12,2020-03-12,16:36:00,3,MO,29,0,1.00,0,0,0,0,37.0000,-91.0200,37.0000,-91.0200,0,0,0,0,0,35,0,0,0
650101,2020,03,12,2020-03-12,16:42:00,3,KY,21,0,1.75,0,0,0,0,37.0500,-86.6200,37.0500,-86.6200,0,0,0,0,0,227,0,0,0
650102,2020,03,12,2020-03-12,16:57:00,3,MO,29,0,1.00,0,0,0,0,36.8005,-90.2456,36.8005,-90.2456,0,0,0,0,0,23,0,0,0
650103,2020,03,12,2020-03-12,17:15:00,3,KY,21,0,1.00,0,0,0,0,37.3700,-85.5800,37.3700,-85.5800,0,0,0,0,0,87,0,0,0
650104,2020,03,12,2020-03-12,17:34:00,3,KY,21,0,1.00,0,0,0,0,37.1100,-86.3200,37.1100,-86.3200,0,0,0,0,0,227,0,0,0
650105,2020,03,12,2020-03-12,17:44:00,3,KY,21,0,1.00,0,0,0,0,37.0600,-86.1400,37.0600,-86.1400,0,0,0,0,0,227,0,0,0
650106,2020,03,12,2020-03-12,18:00:00,3,AR,05,0,1.25,0,0,0,0,34.5900,-93.9100,34.5900,-93.9100,0,0,0,0,0,97,0,0,0
650107,2020,03,12,2020-03-12,18:05:00,3,KY,21,0,1.00,0,0,0,0,37.0500,-86.0700,37.0500,-86.0700,0,0,0,0,0,9,0,0,0
650108,2020,03,12,2020-03-12,18:17:00,3,AR,05,0,1.00,0,0,0,0,34.5500,-93.6300,34.5500,-93.6300,0,0,0,0,0,97,0,0,0
650109,2020,03,12,2020-03-12,18:19:00,3,AR,05,0,1.00,0,0,0,0,36.0200,-91.8100,36.0200,-91.8100,0,0,0,0,0,65,0,0,0
650110,2020,03,12,2020-03-12,18:59:00,3,AR,05,0,1.50,0,0,0,0,34.4100,-93.3000,34.4100,-93.3000,0,0,0,0,0,51,0,0,0
650111,2020,03,12,2020-03-12,19:10:00,3,AR,05,0,0.75,0,0,0,0,34.3158,-93.9768,34.3158,-93.9768,0,0,0,0,0,61,0,0,0
650112,2020,03,12,2020-03-12,19:22:00,3,AR,05,0,1.00,0,0,0,0,34.3200,-93.1700,34.3200,-93.1700,0,0,0,0,0,59,0,0,0
650113,2020,03,12,2020-03-12,20:20:00,3,KY,21,0,1.00,0,0,0,0,36.6500,-84.3500,36.6500,-84.3500,0,0,0,0,0,147,0,0,0
650114,2020,03,12,2020-03-12,20:21:00,3,KY,21,0,0.88,0,0,0,0,36.7000,-84.4800,36.7000,-84.4800,0,0,0,0,0,147,0,0,0
650115,2020,03,13,2020-03-13,13:35:00,3,AZ,04,0,0.88,0,0,0,0,33.7200,-112.2700,33.7200,-112.2700,0,0,0,0,0,13,0,0,0
650116,2020,03,14,2020-03-14,12:25:00,3,CA,06,0,0.25,0,0,750,0,40.6200,-124.2100,40.6200,-124.2100,0,0,0,0,0,23,0,0,0
650117,2020,03,14,2020-03-14,16:57:00,3,AR,05,0,1.00,0,0,0,0,34.9700,-92.6600,34.9700,-92.6600,0,0,0,0,0,105,0,0,0
650118,2020,03,14,2020-03-14,18:28:00,3,AR,05,0,0.75,0,0,0,0,34.9700,-92.0200,34.9700,-92.0200,0,0,0,0,0,85,0,0,0
650119,2020,03,14,2020-03-14,21:05:00,3,TX,48,0,0.88,0,0,0,0,33.2757,-95.5846,33.2757,-95.5846,0,0,0,0,0,223,0,0,0
650120,2020,03,17,2020-03-17,07:55:00,3,TX,48,0,1.00,0,0,0,0,33.6018,-102.4561,33.5835,-102.1631,0,0,0,0,0,219,0,0,0
650121,2020,03,17,2020-03-17,08:45:00,3,TX,48,0,1.00,0,0,0,0,33.5642,-101.9224,33.5642,-101.9224,0,0,0,0,0,303,0,0,0
650122,2020,03,17,2020-03-17,09:45:00,3,TX,48,0,1.00,0,0,0,0,33.6800,-101.3800,33.6800,-101.3800,0,0,0,0,0,107,0,0,0
650123,2020,03,17,2020-03-17,15:56:00,3,CA,06,0,0.25,0,0,0,0,37.1424,-121.4354,37.1424,-121.4354,0,0,0,0,0,85,0,0,0
650124,2020,03,17,2020-03-17,16:30:00,3,CA,06,0,0.25,0,0,0,0,37.6700,-121.8800,37.6700,-121.8800,0,0,0,0,0,1,0,0,0
650125,2020,03,17,2020-03-17,18:07:00,3,CA,06,0,0.25,0,0,0,0,36.2047,-121.1371,36.2047,-121.1371,0,0,0,0,0,53,0,0,0
650126,2020,03,17,2020-03-17,18:20:00,3,CA,06,0,0.25,0,0,0,0,36.2024,-121.1205,36.2024,-121.1205,0,0,0,0,0,53,0,0,0
650127,2020,03,17,2020-03-17,19:55:00,3,TX,48,0,1.00,0,0,0,0,32.7300,-99.3000,32.7300,-99.3000,0,0,0,0,0,417,0,0,0
650128,2020,03,18,2020-03-18,16:03:00,3,AZ,04,0,0.75,0,0,0,0,33.0700,-112.0500,33.0700,-112.0500,0,0,0,0,0,21,0,0,0
650129,2020,03,18,2020-03-18,16:29:00,3,TX,48,0,2.25,0,0,0,0,33.4413,-102.0176,33.5819,-101.8901,0,0,0,0,0,303,0,0,0
650130,2020,03,18,2020-03-18,17:00:00,3,TX,48,0,1.75,0,0,0,0,34.4227,-100.1938,34.5213,-100.2000,0,0,0,0,0,75,0,0,0
650131,2020,03,18,2020-03-18,17:13:00,3,TX,48,0,1.75,0,0,0,0,32.8000,-99.6200,32.8000,-99.6200,0,0,0,0,0,253,0,0,0
650132,2020,03,18,2020-03-18,17:20:00,3,TX,48,0,1.25,0,0,0,0,33.5268,-101.9826,33.5268,-101.9826,0,0,0,0,0,303,0,0,0
650133,2020,03,18,2020-03-18,17:48:00,3,TX,48,0,1.00,0,0,0,0,34.8600,-100.1200,34.8600,-100.1200,0,0,0,0,0,87,0,0,0
650134,2020,03,19,2020-03-19,00:24:00,3,TX,48,0,2.00,0,0,0,0,32.4700,-99.8700,32.4700,-99.8700,0,0,0,0,0,441,0,0,0
650135,2020,03,19,2020-03-19,01:14:00,3,TX,48,0,1.75,0,0,0,0,29.5100,-101.0500,29.5100,-101.0500,0,0,0,0,0,465,0,0,0
650136,2020,03,19,2020-03-19,02:10:00,3,TX,48,0,1.00,0,0,0,0,29.7900,-100.4200,29.7900,-100.4200,0,0,0,0,0,137,0,0,0
650137,2020,03,19,2020-03-19,02:30:00,3,TX,48,0,1.00,0,0,0,0,29.9000,-100.1100,29.9000,-100.1100,0,0,0,0,0,137,0,0,0
650138,2020,03,19,2020-03-19,13:36:00,3,NE,31,0,0.75,0,0,0,0,40.4200,-97.4500,40.4200,-97.4500,0,0,0,0,0,59,0,0,0
650139,2020,03,19,2020-03-19,13:46:00,3,NE,31,0,1.00,0,0,125000,0,40.6100,-99.1600,40.6100,-99.1600,0,0,0,0,0,99,0,0,0
650140,2020,03,19,2020-03-19,14:04:00,3,NE,31,0,1.25,0,0,0,0,40.6795,-99.1070,40.7111,-99.0447,0,0,0,0,0,19,0,0,0
650141,2020,03,19,2020-03-19,14:24:00,3,NE,31,0,0.88,0,0,0,0,40.3400,-97.9700,40.3400,-97.9700,0,0,0,0,0,129,0,0,0
650142,2020,03,19,2020-03-19,14:59:00,3,NE,31,0,1.00,0,0,0,0,40.6300,-97.7000,40.6300,-97.7000,0,0,0,0,0,59,0,0,0
650143,2020,03,19,2020-03-19,15:11:00,3,TX,48,0,0.75,0,0,0,0,33.1261,-97.4609,33.1261,-97.4609,0,0,0,0,0,497,0,0,0
650144,2020,03,19,2020-03-19,15:14:00,3,IA,19,0,1.50,0,0,0,0,40.8434,-95.2927,40.8434,-95.2927,0,0,0,0,0,145,0,0,0
650145,2020,03,19,2020-03-19,15:14:00,3,IA,19,0,1.50,0,0,0,0,40.8500,-95.3000,40.8500,-95.3000,0,0,0,0,0,145,0,0,0
650146,2020,03,19,2020-03-19,15:15:00,3,NE,31,0,1.25,0,0,75000,0,40.7355,-97.5800,40.7355,-97.5800,0,0,0,0,0,185,0,0,0
650147,2020,03,19,2020-03-19,15:32:00,3,IA,19,0,1.75,0,0,0,0,40.9100,-95.1000,40.9100,-95.1000,0,0,0,0,0,137,0,0,0
650148,2020,03,19,2020-03-19,15:36:00,3,IA,19,0,1.75,0,0,0,0,40.9800,-95.1000,40.9800,-95.1000,0,0,0,0,0,137,0,0,0
650149,2020,03,19,2020-03-19,15:36:00,3,IA,19,0,3.00,0,0,0,0,40.9800,-95.1200,40.9800,-95.1200,0,0,0,0,0,137,0,0,0
650150,2020,03,19,2020-03-19,15:45:00,3,IA,19,0,2.00,0,0,0,0,40.9400,-94.9900,40.9400,-94.9900,0,0,0,0,0,137,0,0,0
650151,2020,03,19,2020-03-19,15:48:00,3,IA,19,0,1.00,0,0,0,0,40.9800,-94.9300,40.9800,-94.9300,0,0,0,0,0,137,0,0,0
650152,2020,03,19,2020-03-19,15:53:00,3,TX,48,0,1.00,0,0,0,0,33.2900,-96.9900,33.2900,-96.9900,0,0,0,0,0,121,0,0,0
650153,2020,03,19,2020-03-19,15:53:00,3,IA,19,0,2.00,0,0,0,0,41.0100,-95.2200,41.0100,-95.2200,0,0,0,0,0,137,0,0,0
650154,2020,03,19,2020-03-19,16:05:00,3,NE,31,0,1.00,0,0,0,0,40.9500,-97.1700,40.9500,-97.1700,0,0,0,0,0,159,0,0,0
650155,2020,03,19,2020-03-19,16:10:00,3,NE,31,0,1.00,0,0,0,0,41.1800,-96.1400,41.1800,-96.1400,0,0,0,0,0,153,0,0,0
650156,2020,03,19,2020-03-19,16:10:00,3,IA,19,0,1.00,0,0,0,0,40.8200,-94.9800,40.8200,-94.9800,0,0,0,0,0,145,0,0,0
650157,2020,03,19,2020-03-19,16:10:00,3,IA,19,0,0.88,0,0,0,0,40.9900,-94.7400,40.9900,-94.7400,0,0,0,0,0,3,0,0,0
650158,2020,03,19,2020-03-19,16:12:00,3,TX,48,0,0.75,0,0,0,0,32.9511,-97.2993,32.9511,-97.2993,0,0,0,0,0,439,0,0,0
650159,2020,03,19,2020-03-19,16:14:00,3,NE,31,0,1.25,0,0,0,0,41.2300,-96.1100,41.2300,-96.1100,0,0,0,0,0,55,0,0,0
650160,2020,03,19,2020-03-19,16:40:00,3,TX,48,0,0.75,0,0,0,0,32.9951,-96.9029,32.9951,-96.9029,0,0,0,0,0,121,0,0,0
650161,2020,03,19,2020-03-19,16:53:00,3,KS,20,0,0.88,0,0,0,0,39.6600,-96.0300,39.6600,-96.0300,0,0,0,0,0,131,0,0,0
650162,2020,03,19,2020-03-19,16:59:00,3,IA,19,0,1.25,0,0,0,0,41.0200,-95.2300,41.0200,-95.2300,0,0,0,0,0,137,0,0,0
650163,2020,03,19,2020-03-19,17:14:00,3,KS,20,0,1.25,0,0,0,0,39.9300,-95.5000,39.9300,-95.5000,0,0,0,0,0,13,0,0,0
650164,2020,03,19,2020-03-19,17:21:00,3,KS,20,0,1.75,0,0,0,0,39.9700,-95.4700,39.9700,-95.4700,0,0,0,0,0,13,0,0,0
650165,2020,03,19,2020-03-19,17:34:00,3,KS,20,0,1.00,0,0,0,0,39.9700,-95.6000,39.9700,-95.6000,0,0,0,0,0,13,0,0,0
650166,2020,03,19,2020-03-19,17:50:00,3,IA,19,0,1.50,0,0,0,0,41.2700,-93.5800,41.2700,-93.5800,0,0,0,0,0,181,0,0,0
650167,2020,03,19,2020-03-19,18:05:00,3,MO,29,0,1.25,0,0,0,0,40.1400,-95.2300,40.1400,-95.2300,0,0,0,0,0,87,0,0,0
650168,2020,03,19,2020-03-19,18:05:00,3,MO,29,0,1.75,0,0,0,0,40.1300,-95.2300,40.1300,-95.2300,0,0,0,0,0,87,0,0,0
650169,2020,03,19,2020-03-19,18:14:00,3,MO,29,0,1.25,0,0,0,0,40.2000,-95.0700,40.2000,-95.0700,0,0,0,0,0,87,0,0,0
650170,2020,03,19,2020-03-19,18:14:00,3,MO,29,0,1.75,0,0,0,0,40.2100,-95.0700,40.2100,-95.0700,0,0,0,0,0,87,0,0,0
650171,2020,03,19,2020-03-19,18:25:00,3,MO,29,0,1.00,0,0,0,0,40.2200,-94.9400,40.2200,-94.9400,0,0,0,0,0,147,0,0,0
650172,2020,03,19,2020-03-19,18:27:00,3,MO,29,0,1.00,0,0,0,0,40.2000,-94.9100,40.2000,-94.9100,0,0,0,0,0,147,0,0,0
650173,2020,03,19,2020-03-19,18:30:00,3,MO,29,0,1.25,0,0,0,0,40.1900,-94.8400,40.1900,-94.8400,0,0,0,0,0,147,0,0,0
650174,2020,03,19,2020-03-19,19:05:00,3,TX,48,0,1.50,0,0,0,0,28.8100,-100.5300,28.8100,-100.5300,0,0,0,0,0,323,0,0,0
650175,2020,03,19,2020-03-19,19:06:00,3,TX,48,0,1.75,0,0,0,0,28.8100,-100.5000,28.8100,-100.5000,0,0,0,0,0,323,0,0,0
650176,2020,03,19,2020-03-19,19:08:00,3,TX,48,0,0.88,0,0,0,0,28.8600,-100.5300,28.8600,-100.5300,0,0,0,0,0,323,0,0,0
650177,2020,03,19,2020-03-19,19:33:00,3,TX,48,0,2.75,0,0,0,0,28.3500,-99.6100,28.3500,-99.6100,0,0,0,0,0,127,0,0,0
650178,2020,03,19,2020-03-19,20:10:00,3,AR,05,0,1.00,0,0,0,0,35.5800,-92.4500,35.5800,-92.4500,0,0,0,0,0,141,0,0,0
650179,2020,03,20,2020-03-20,01:08:00,3,IN,18,0,1.00,0,0,0,0,39.5200,-85.0600,39.5200,-85.0600,0,0,0,0,0,47,0,0,0
650180,2020,03,20,2020-03-20,10:32:00,3,TX,48,0,1.00,0,0,0,0,28.1200,-98.2600,28.1200,-98.2600,0,0,0,0,0,297,0,0,0
